Rank,Title,Issn
5992,Journal of Analytical Toxicology,"19452403, 01464760"
5993,Journal of Invertebrate Pathology,"00222011, 10960805"
5994,"Learning, Culture and Social Interaction","2210657X, 22106561"
5995,Lithic Technology,"01977261, 20516185"
5996,Nanotoxicology,"17435390, 17435404"
5997,Abacus,"00013072, 14676281"
5998,Aldrichimica Acta,25100
5999,Big Data and Cognitive Computing,25042289
6000,Environment Systems and Decisions,"21945411, 21945403"
6001,Hematological Oncology,"10991069, 02780232"
6002,Informatics for Health and Social Care,17538157
6003,Journal of the American Philosophical Association,"20534477, 20534485"
6004,Kidney Research and Clinical Practice,"22119132, 22119140"
6005,Materials for Renewable and Sustainable Energy,"21941459, 21941467"
6006,Nutrition and Dietetics,14466368
6007,Policing and Society,10439463
6008,Health Promotion International,"09574824, 14602245"
6009,International Journal of Psychophysiology,"18727697, 01678760"
6010,International Journal of Wildland Fire,"14485516, 10498001"
6011,International Journal of Women's Dermatology,23526475
6012,Journal of Cancer Policy,22135383
6013,Journal of the American Ceramic Society,"15512916, 00027820"
6014,Annals of Geriatric Medicine and Research,"25084798, 25084909"
6015,Frontiers in Chemistry,22962646
6016,International Research in Geographical and Environmental Education,"17477611, 10382046"
6017,Journal of Experimental Zoology Part A: Ecological and Integrative Physiology,"24715646, 24715638"
6018,Journal of Virus Eradication,"20556659, 20556640"
6019,Nursing Inquiry,"13207881, 14401800"
6020,Psychoanalytic Quarterly,"00332828, 21674086"
6021,Australian Accounting Review,"10356908, 18352561"
6022,Buildings and Cities,26326655
6023,Chemical Engineering Science,92509
6024,Current Protocols in Molecular Biology,"19343639, 19343647"
6025,Egyptian Journal of Remote Sensing and Space Science,"11109823, 20902476"
6026,Emergent Materials,"2522574X, 25225731"
6027,Genes,20734425
6028,Global Networks,"14710374, 14702266"
6029,International Journal of Fuzzy Systems,"15622479, 21993211"
6030,Journal of Biomolecular NMR,"15735001, 09252738"
6031,Journal of Investigational Allergology and Clinical Immunology,10189068
6032,Journal of Reproductive and Infant Psychology,"1469672X, 02646838"
6033,Mining of Mineral Deposits,"24153443, 24153435"
6034,Veterinary Dermatology,"09594493, 13653164"
6035,Accounting and Finance,"1467629X, 08105391"
6036,Archives of Civil and Mechanical Engineering,16449665
6037,Archives of Dermatological Research,"03403696, 1432069X"
6038,Dentomaxillofacial Radiology,"0250832X, 1476542X"
6039,Environmental Hazards,"17477891, 18780059"
6040,Financial Accountability and Management,"14680408, 02674424"
6041,Human Dimensions of Wildlife,"1533158X, 10871209"
6042,Journal of Mathematical Analysis and Applications,"10960813, 0022247X"
6043,Journal of Pharmaceutical Investigation,"20935552, 20936214"
6044,Journal of the Japanese and International Economies,"08891583, 10958681"
6045,Platelets,"13691635, 09537104"
6046,Progress in Biomaterials,"21940517, 21940509"
6047,Regional Sustainability,"2666660X, 20970129"
6048,Software - Practice and Experience,"1097024X, 00380644"
6049,ACM Transactions on Management Information Systems,"21586578, 2158656X"
6050,AWWA Water Science,25778161
6051,Biology,20797737
6052,BMC Immunology,14712172
6053,Child and Youth Care Forum,"15733319, 10531890"
6054,Chinese Physics Letters,"17413540, 0256307X"
6055,Comparative Politics,"00104159, 21516227"
6056,Medicine in Drug Discovery,25900986
6057,Musicae Scientiae,"10298649, 20454147"
6058,Mycologia,"00275514, 15572536"
6059,Political Studies Review,"14789299, 14789302"
6060,Strategic Change,"10861718, 10991697"
6061,Toxics,23056304
6062,Advances in Chronic Kidney Disease,"15485595, 15485609"
6063,AIMS Public Health,23278994
6064,Cognitive Linguistics,"09365907, 16133641"
6065,Dynamics of Partial Differential Equations,"1548159X, 21637873"
6066,Environmental Epigenetics,20585888
6067,European Cardiology Review,"17583764, 17583756"
6068,Health Psychology and Behavioral Medicine,21642850
6069,International Journal of Water Resources Development,"13600648, 07900627"
6070,Journal of Industrial and Business Economics,"03912078, 19724977"
6071,Journal of Water Resources Planning and Management - ASCE,7339496
6072,Neurophysiologie Clinique,"09877053, 17697131"
6073,Social Development,"14679507, 0961205X"
6074,Advanced Powder Technology,"15685527, 09218831"
6075,Health and Justice,21947899
6076,Informatics in Education,16485831
6077,Journal of Cultural Economy,"17530369, 17530350"
6078,Journal of Special Education,"15384764, 00224669"
6079,Neurobiology of Sleep and Circadian Rhythms,24519944
6080,Obesity Science and Practice,20552238
6081,Research in Globalization,2590051X
6082,Archives of Osteoporosis,"18623522, 18623514"
6083,British Journal of Radiology,"1748880X, 00071285"
6084,Collectanea Mathematica,100757
6085,Equine Veterinary Journal,"20423306, 04251644"
6086,Ichthyology and Herpetology,"27661512, 27661520"
6087,International Journal of Technology and Design Education,"15731804, 09577572"
6088,Journal of Biopharmaceutical Statistics,"10543406, 15205711"
6089,Journal of College Student Development,"08975264, 15433382"
6090,Journal of Dermatology,3852407
6091,Journal of Electrochemical Science and Technology,"22889221, 20938551"
6092,Lupus,"09612033, 14770962"
6093,Progress in Crystal Growth and Characterization of Materials,9608974
6094,Psychology Research and Behavior Management,11791578
6095,Transcultural Psychiatry,"14617471, 13634615"
6096,Trials,17456215
6097,Young,11033088
6098,Biotechnology and Bioengineering,"00063592, 10970290"
6099,Drugs in Context,"17404398, 17451981"
6100,Electronic Commerce Research,13895753
6101,Industrial &amp; Engineering Chemistry Research,"15205045, 08885885"
6102,Infant Behavior and Development,"01636383, 19348800"
6103,Journal of Economic Structures,21932409
6104,Journal of Entrepreneurship in Emerging Economies,"20534604, 20534612"
6105,Law and Human Behavior,"01477307, 1573661X"
6106,Macromolecular Materials and Engineering,"14387492, 14392054"
6107,Meteoritics and Planetary Science,10869379
6108,Neuroscience Research,"18728111, 01680102"
6109,Quaternary Geochronology,18711014
6110,Advances in Archaeological Practice,23263768
6111,"Housing, Theory and Society","16512278, 14036096"
6112,Joint Bone Spine,"17787254, 1297319X"
6113,Journal of Cardiology,"18764738, 09145087"
6114,Journal of Surgical Oncology,"10969098, 00224790"
6115,Lasers in Surgery and Medicine,"01968092, 10969101"
6116,"Media, War and Conflict","17506352, 17506360"
6117,Natural Language Semantics,0925854X
6118,OncoTargets and Therapy,11786930
6119,Soft Computing,"14327643, 14337479"
6120,SSM - Mental Health,26665603
6121,Third World Quarterly,"01436597, 13602241"
6122,Acta Mechanica Sinica/Lixue Xuebao,"16143116, 05677718"
6123,ChemBioChem,"14394227, 14397633"
6124,Dementia and Geriatric Cognitive Disorders,"14219824, 14208008"
6125,Frontiers in Robotics and AI,22969144
6126,Group Dynamics,"10892699, 19307802"
6127,International Journal of Population Data Science,23994908
6128,Journal of Agriculture and Food Research,26661543
6129,Journal of Economic Policy Reform,"17487889, 17487870"
6130,Journal of Rheology,1486055
6131,Operations Research Perspectives,22147160
6132,Revista Matematica Complutense,"19882807, 11391138"
6133,Synthetic Biology,"23977000, 19397267"
6134,Advanced Engineering Materials,"14381656, 15272648"
6135,Clinical Child Psychology and Psychiatry,13591045
6136,Forensic Science International: Digital Investigation,"26662817, 26662825"
6137,Future Internet,19995903
6138,International Journal of Environmental Research and Public Health,"16617827, 16604601"
6139,Journal of Great Lakes Research,3801330
6140,Journal of Human Kinetics,"16405544, 18997562"
6141,Journal of Rehabilitation Medicine,"16512081, 16501977"
6142,"Discourse, Context and Media",22116958
6143,IEEE Multimedia,1070986X
6144,IIC International Review of Intellectual Property and Competition Law,"00189855, 21950237"
6145,Journal of Biological Engineering,17541611
6146,Journal of Biomedical Materials Research - Part A,15493296
6147,Journal of Children and Media,"17482801, 17482798"
6148,QRB Discovery,26332892
6149,School Psychology International,"14617374, 01430343"
6150,ACM Transactions on Cyber-Physical Systems,"23789638, 2378962X"
6151,Clinical Liver Disease,20462484
6152,Endocrine Connections,20493614
6153,F and S Reports,26663341
6154,International Journal of Stem Cells,"20055447, 20053606"
6155,JMIR Medical Education,23693762
6156,Journal of Advanced Joining Processes,26663309
6157,Journal of Bone Oncology,22121374
6158,Journal of Child and Family Studies,"15732843, 10621024"
6159,Journal of General Psychology,"00221309, 19400888"
6160,Neuro-Oncology Practice,"20542577, 20542585"
6161,Neuroradiology,"14321920, 00283940"
6162,Sociological Forum,"15737861, 08848971"
6163,Web Semantics,15708268
6164,Advances in Differential Equations,10799389
6165,BMC Rheumatology,25201026
6166,Hospital pediatrics,"21541671, 21541663"
6167,Human Cell,"17490774, 09147470"
6168,Journal of Propulsion and Power,"15333876, 07484658"
6169,Physical Review E,"24700045, 24700053"
6170,Prostaglandins Leukotrienes and Essential Fatty Acids,"09523278, 15322823"
6171,Psychologica Belgica,"00332879, 2054670X"
6172,Qudus International Journal of Islamic Studies,"24769304, 23551895"
6173,Space: Science and Technology (United States),26927659
6174,Spatial Statistics,22116753
6175,Tropical Cyclone Research and Review,"25893025, 22256032"
6176,American Journal of Biological Anthropology,26927691
6177,Annals of Physics,"00034916, 1096035X"
6178,Games for health journal,"21617856, 2161783X"
6179,Journal of Wildlife Management,"19372817, 0022541X"
6180,Physician and Sportsmedicine,"23263660, 00913847"
6181,Solar Physics,"00380938, 1573093X"
6182,Behavioral Ecology and Sociobiology,"03405443, 14320762"
6183,Computer,189162
6184,Contraception: X,25901516
6185,Frontiers in Virtual Reality,26734192
6186,International Dental Journal,"00206539, 1875595X"
6187,Language,"15350665, 00978507"
6188,Stem Cells and Development,15473287
6189,Theoretical and Applied Climatology,"14344483, 0177798X"
6190,Urolithiasis,"21947236, 21947228"
6191,ACM Transactions on Reconfigurable Technology and Systems,"19367406, 19367414"
6192,Alea,19800436
6193,Botanical Journal of the Linnean Society,"10958339, 00244074"
6194,Breast Care,"16613791, 16613805"
6195,Clinical Psychopharmacology and Neuroscience,17381088
6196,Discourse,"01596306, 14693739"
6197,European Journal of International Security,"20575637, 20575645"
6198,Journal of Natural Products,"01633864, 15206025"
6199,Journal of Noncommutative Geometry,"16616960, 16616952"
6200,Journal of Sport and Social Issues,"01937235, 15527638"
6201,Marine Ecology - Progress Series,"01718630, 16161599"
6202,Wound Repair and Regeneration,"10671927, 1524475X"
6203,"Allergy, Asthma and Immunology Research","20927355, 20927363"
6204,Analysis and Geometry in Metric Spaces,22993274
6205,Bulletin de la Societe Mathematique de France,379484
6206,Business Strategy and Development,25723170
6207,Climacteric,"14730804, 13697137"
6208,Cold Spring Harbor molecular case studies,23732873
6209,Contemporary Politics,"14693631, 13569775"
6210,Discrete Mathematics,0012365X
6211,Educational Research,"00131881, 14695847"
6212,European Journal of Oncology Nursing,"15322122, 14623889"
6213,International Journal of Engineering Business Management,18479790
6214,International Journal of Pharmaceutics: X,25901567
6215,JMIR Pediatrics and Parenting,25616722
6216,Journal of Vestibular Research: Equilibrium and Orientation,"09574271, 18786464"
6217,Multimedia Tools and Applications,"13807501, 15737721"
6218,Operational Research in Engineering Sciences: Theory and Applications,"26201747, 26201607"
6219,Seminars in Thrombosis and Hemostasis,"10989064, 00946176"
6220,Technology Analysis and Strategic Management,"14653990, 09537325"
6221,World Journal of Microbiology and Biotechnology,"09593993, 15730972"
6222,Asian Economic Papers,"15360083, 15353516"
6223,Frontiers in Psychology,16641078
6224,Health Economics Review,21911991
6225,HIP International,"17246067, 11207000"
6226,International Journal for Quality in Health Care,"13534505, 14643677"
6227,International Journal of Non-Linear Mechanics,207462
6228,Journal of Moral Education,"14653877, 03057240"
6229,Polymers,20734360
6230,"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion",16964713
6231,Social Science Quarterly,"00384941, 15406237"
6232,American Journal of Alzheimer's Disease and other Dementias,15333175
6233,Current Opinion in Biomedical Engineering,24684511
6234,Digital Signal Processing: A Review Journal,"10954333, 10512004"
6235,Health literacy research and practice,24748307
6236,Italian Journal of Pediatrics,"18247288, 17208424"
6237,Journal of Orthopaedic Surgery and Research,1749799X
6238,American Philosophical Quarterly,30481
6239,"Business Ethics, Environment and Responsibility","26946424, 26946416"
6240,Computer Supported Cooperative Work,"09259724, 15737551"
6241,International Journal of Applied Linguistics,"08026106, 14734192"
6242,Journal of Commodity Markets,24058513
6243,Journal of Evaluation in Clinical Practice,"13652753, 13561294"
6244,Journal of Statistical Physics,"00224715, 15729613"
6245,Nanomaterials,20794991
6246,Spine Deformity,"22121358, 2212134X"
6247,Violence Against Women,"10778012, 15528448"
6248,BMC Molecular and Cell Biology,26618850
6249,Chronic Illness,"17423953, 17459206"
6250,Clinical and Molecular Allergy,14767961
6251,Critical Reviews in Analytical Chemistry,"15476510, 10408347"
6252,Educacion XX1,1139613X
6253,"Food Production, Processing and Nutrition",26618974
6254,Journal of Medical Entomology,222585
6255,Journal of Planning Education and Research,"0739456X, 15526577"
6256,Journal of Teaching in Physical Education,"02735024, 15432769"
6257,MRS Energy and Sustainability,"23292237, 23292229"
6258,Natural Hazards,"15730840, 0921030X"
6259,Psychiatry Research - Neuroimaging,"18727506, 09254927"
6260,Purinergic Signalling,"15739538, 15739546"
6261,Brain Sciences,20763425
6262,Diabetes and Vascular Disease Research,14791641
6263,Disability and Rehabilitation,"09638288, 14645165"
